n=10,	 e=51.08051628
4.690849428614688321e+01 3.212029859369636142e-02
4.480383901586797890e+01 1.389330332792495604e+01
4.297644198386772985e+01 1.745840554962662239e+01
-2.303009577305919464e+01 4.073629845740701683e+01
-2.631929089613072392e+01 3.847448453909922250e+01
-1.371258121556269138e+01 -4.455284671318003831e+01
-9.900251406842231816e+00 -4.573637879583750276e+01
4.622169795359580746e+01 -3.914732189585915290e+00
n=20,	 e=49.80226427
4.706613463537384945e+01 5.628009736575741162e-02
4.496154585384296354e+01 1.391702523738642761e+01
4.286186137125599771e+01 1.733201121512785292e+01
-2.307721860919192380e+01 4.082179082536396209e+01
-2.631334150220814649e+01 3.847880363958277883e+01
-1.370561791366138316e+01 -4.455520517507365952e+01
-9.919873460774143226e+00 -4.583200557893818683e+01
4.607476357328002337e+01 -3.828045786755572610e+00
n=30,	 e=49.30847005
4.715489189385974811e+01 7.158584045434689125e-02
4.505084602351438150e+01 1.392875539062876733e+01
4.279100339837593481e+01 1.723939278201435243e+01
-2.310037390336253083e+01 4.087142575561632896e+01
-2.630437838681159235e+01 3.848206652709147590e+01
-1.369609023879116982e+01 -4.455566045691212906e+01
-9.927251862744258304e+00 -4.588627668653501956e+01
4.597960702391750942e+01 -3.760634678294211053e+00
n=40,	 e=49.11203312
4.720586891362541593e+01 8.118486186674554739e-02
4.510237478718323700e+01 1.393472064967034107e+01
4.274635298108466941e+01 1.717607641856006140e+01
-2.311227800875106908e+01 4.090237495810396240e+01
-2.629571254510869949e+01 3.848449497849418321e+01
-1.368709412725013230e+01 -4.455540715162668874e+01
-9.929432708110953243e+00 -4.591936452065944962e+01
4.591817465533380016e+01 -3.713425720345665315e+00
n=50,	 e=49.03177659
4.723568955932866942e+01 8.715164156107856053e-02
4.513262253701668669e+01 1.393787453935202514e+01
4.271764980513810883e+01 1.713409433612632782e+01
-2.311875454028827193e+01 4.092296598278420561e+01
-2.628828891236017284e+01 3.848632206647951648e+01
-1.367946274200018131e+01 -4.455494831489978225e+01
-9.929505249232862596e+00 -4.594094994382914621e+01
4.587830349044969580e+01 -3.681855833507604370e+00
n=60,	 e=48.99819413
