n=10,	 e=48.928153
4.538878007099741296e+01 -3.468587707760791616e+00
n=250,	 e=47.27619288
4.676824198660457199e+01 2.851653788162857306e-01
2.680803442993769181e+01 3.724174183324636545e+01
2.343163957361998939e+01 3.939325262470202915e+01
-1.847914992366542819e+01 4.217486047414603689e+01
-2.171033941527122124e+01 3.981523128673384804e+01
-3.687375878738691881e+01 -2.852233392216863450e+01
-3.390253408448032957e+01 -3.119735814694988818e+01
4.538540995508527942e+01 -3.467151068264709757e+00
n=260,	 e=47.27489101
4.676556617499004886e+01 2.862762669490572232e-01
2.681111348684473228e+01 3.724594497482380007e+01
2.343463124737493786e+01 3.939730481274428087e+01
-1.847665052821215781e+01 4.217147010037664501e+01
-2.170783688942387357e+01 3.981184819125193997e+01
-3.687647571308069416e+01 -2.852453660058696272e+01
-3.390484447904001541e+01 -3.119910952980765018e+01
4.538204043498774354e+01 -3.465789755485225498e+00
n=270,	 e=47.27359786
4.676280736019572970e+01 2.873564529473051077e-01
2.681416729743651217e+01 3.725015009251544029e+01
2.343761248967756217e+01 3.940138417014094330e+01
-1.847415714638297501e+01 4.216815498364234571e+01
-2.170531728989752196e+01 3.980850609904796045e+01
-3.687909727914032487e+01 -2.852671956127881714e+01
-3.390714373242105495e+01 -3.120093448975152484e+01
4.537867203497449964e+01 -3.464489286994282047e+00
n=280,	 e=47.27231225
4.675998270980061733e+01 2.884115839709246454e-01
2.681719927024622052e+01 3.725435483676606907e+01
2.344058394692955005e+01 3.940548360031056063e+01
-1.847166947202917342e+01 4.216490257130012509e+01
-2.170278420240629202e+01 3.980519829217979577e+01
-3.688164062153596490e+01 -2.852888574143637612e+01
-3.390943326250295087e+01 -3.120281860127077067e+01
4.537530536593857278e+01 -3.463238081542497682e+00
n=290,	 e=47.27103341
4.675710603594547621e+01 2.894462119073161754e-01
2.682021221256461274e+01 3.725855737200541284e+01
2.344354617398697371e+01 3.940959741275617034e+01
-1.846918725182379362e+01 4.216170251276808045e+01
-2.170024069165422986e+01 3.980191937314064887e+01
-3.688411963524345083e+01 -2.853103749890156138e+01
-3.391171416188087306e+01 -3.120475006342152113e+01
4.537194105254899057e+01 -3.462026859973939885e+00
n=300,	 e=47.2697608
4.675418846430277853e+01 2.904640094097722947e-01
2.682320843107808628e+01 3.726275625892044729e+01
2.344649964284347732e+01 3.941372103922763870e+01
-1.846671027649743380e+01 4.215854629413947663e+01
-2.169768935103492424e+01 3.979866499774826138e+01
-3.688654559017578549e+01 -2.853317673027742529e+01
-3.391398727718958384e+01 -3.120671923398573000e+01
4.536857969111950695e+01 -3.460848174904032959e+00
n=310,	 e=47.26849408
4.675123896564011972e+01 2.914679422328682601e-01
2.682618981772782263e+01 3.726695036543434014e+01
2.344944475235263326e+01 3.941785080884341141e+01
-1.846423837335801110e+01 4.215542692636213218e+01
-2.169513235806840612e+01 3.979543166422705269e+01
-3.688892762917554080e+01 -2.853530496393499760e+01
-3.391625326803265494e+01 -3.120871824275366890e+01
4.536522182736008801e+01 -3.459696040127112404e+00
n=320,	 e=47.26723302
4.674826477938042757e+01 2.924604070230409358e-01
2.682915792222316043e+01 3.727113879893097703e+01
2.345238183796806197e+01 3.942198376950021554e+01
-1.846177139994419392e+01 4.215233868161356412e+01
-2.169257152978617853e+01 3.979221654601137459e+01
-3.689127317094339276e+01 -2.853742343353669497e+01
-3.391851265104499902e+01 -3.121074067166991739e+01
4.536186794658776478e+01 -3.458565637588600694e+00
n=330,	 e=47.26597744
4.674527175191196449e+01 2.934433417365746588e-01
2.683211401275356423e+01 3.727532085436189391e+01
2.345531118090623579e+01 3.942611754570944527e+01
-1.845930923869810769e+01 4.214927687206533591e+01
-2.169000837480653843e+01 3.978901735877134627e+01
-3.689358823627280515e+01 -2.853953313639568279e+01
-3.392076583298568693e+01 -3.121278129100742404e+01
4.535851847163372952e+01 -3.457453084955464995e+00
n=340,	 e=47.26472723
4.674226460741488864e+01 2.944183142517410867e-01
2.683505912652135805e+01 3.727949597420648331e+01
2.345823301645876313e+01 3.943025022518494893e+01
-1.845685179254220643e+01 4.214623766527552817e+01
-2.168744414054694403e+01 3.978583225434516635e+01
-3.689587771228204360e+01 -2.854163487990593495e+01
-3.392301313576255239e+01 -3.121483584232156971e+01
4.535517376517817922e+01 -3.456355250751471431e+00
n=350,	 e=47.26348231
4.673924716507736576e+01 2.953865936280643534e-01
2.683799411159837689e+01 3.728366371747208063e+01
2.346114754133904512e+01 3.943438026820690823e+01
-1.845439898118231881e+01 4.214321793088559076e+01
-2.168487985489983316e+01 3.978265973590528404e+01
-3.689814556655079514e+01 -2.854372931864499918e+01
-3.392525481542961785e+01 -3.121690086024143085e+01
4.535183413448928036e+01 -3.455269606915659431e+00
n=360,	 e=47.26224262
4.673622251357821966e+01 2.963492074460540304e-01
2.684091966141890850e+01 3.728782373549216800e+01
2.346405492004767268e+01 3.943850643504700315e+01
-1.845195073806652530e+01 4.214021511377674045e+01
-2.168231636241310412e+01 3.977949858996372257e+01
-3.690039502069758726e+01 -2.854581698404306422e+01
-3.392749107670667996e+01 -3.121897352639675915e+01
4.534849983727164613e+01 -3.454194110989737609e+00
n=370,	 e=47.2610081
4.673319315146353148e+01 2.973069880379576868e-01
2.684383634319394218e+01 3.729197575300781864e+01
2.346695529033934235e+01 3.944262772777176451e+01
-1.844950700787125797e+01 4.213722712947984661e+01
-2.167975435524242300e+01 3.977634783178747568e+01
-3.690262869109389499e+01 -2.854789830818010188e+01
-3.392972208412523827e+01 -3.122105154986952158e+01
4.534517108777309602e+01 -3.453127111740600164e+00
n=380,	 e=47.25977871
4.673016110023413461e+01 2.982606097837938175e-01
2.684674462118215388e+01 3.729611955326157613e+01
2.346984876782752849e+01 3.944674334349703315e+01
-1.844706774443823960e+01 4.213425227811520557e+01
-2.167719439939831716e+01 3.977320666146351869e+01
-3.690484870303521348e+01 -2.854997364290586148e+01
-3.393194797065270762e+01 -3.122313306945590483e+01
4.534184806271022694e+01 -3.452067273465143415e+00
n=390,	 e=47.25855444
4.672712799551712948e+01 2.992106192024814315e-01
2.684964487575732051e+01 3.730025496624081427e+01
2.347273544988465233e+01 3.945085263681019683e+01
-1.844463290908694475e+01 4.213128917375038185e+01
-2.167463695679857949e+01 3.977007442854078079e+01
-3.690705678328924932e+01 -2.855204327523342300e+01
-3.393416884433812442e+01 -3.122521657386810290e+01
4.533853090678222486e+01 -3.451013515150044064e+00
n=400,	 e=47.25733523
4.672409516066390012e+01 3.001574593021396065e-01
2.685253741898554836e+01 3.730438185935399531e+01
2.347561541886723546e+01 3.945495508950746455e+01
-1.844220246922051487e+01 4.212833668651904162e+01
-2.167208240370081285e+01 3.976695060349048561e+01
-3.690925433522515675e+01 -2.855410743973781251e+01
-3.393638479353499093e+01 -3.122730083660952261e+01
4.533521973758924162e+01 -3.449964961532772989e+00
n=410,	 e=47.25612107
4.672106366620833029e+01 3.011014892386733588e-01
2.685542250736068581e+01 3.730850013002006449e+01
2.347848874481987025e+01 3.945905028620128974e+01
-1.843977639720416661e+01 4.212539389526398992e+01
-2.166953104602954738e+01 3.976383475468563233e+01
-3.691144249973760338e+01 -2.855616632854729886e+01
-3.393859589095598750e+01 -3.122938486289546489e+01
4.533191464996457398e+01 -3.448920903674999927e+00
n=420,	 e=47.25491194
4.671803437791157165e+01 3.020430002337072817e-01
2.685830035215515466e+01 3.731260969976170827e+01
2.348135548769211312e+01 3.946313789466498179e+01
-1.843735466943011758e+01 4.212246004882111805e+01
-2.166698313205232296e+01 3.976072652978903932e+01
-3.691362220470374211e+01 -2.855822009942901474e+01
-3.394080219687574385e+01 -3.123146784638924345e+01
4.532861571972952675e+01 -3.447880767154082093e+00
n=430,	 e=47.2537078
4.671500799564187645e+01 3.029822284535279020e-01
2.686117112788819838e+01 3.731671050948273205e+01
2.348421569918802732e+01 3.946721764994070725e+01
-1.843493726557080592e+01 4.211953453442796302e+01
-2.166443886286161558e+01 3.975762564070582528e+01
-3.691579420510116449e+01 -2.856026888231280481e+01
-3.394300376164758148e+01 -3.123354913398484456e+01
4.532532300688801286e+01 -3.446844086412826691e+00
n=440,	 e=47.25250864
4.671198508482748224e+01 3.039193654419826696e-01
2.686403497919292249e+01 3.732080251569045970e+01
2.348706942426755973e+01 3.947128934151525925e+01
-1.843252416796178395e+01 4.211661685194521709e+01
-2.166189840098945751e+01 3.975453185142318091e+01
-3.691795911556923215e+01 -2.856231278456274225e+01
-3.394520062768983593e+01 -3.123562819713190919e+01
4.532203655835255063e+01 -3.445810484019458997e+00
n=450,	 e=47.25131444
4.670896610191997667e+01 3.048545665663461857e-01
2.686689202641679231e+01 3.732488568745851865e+01
2.348991670238004303e+01 3.947535280295821281e+01
-1.843011536110540405e+01 4.211370659285272922e+01
-2.165936187748124553e+01 3.975144496813737760e+01
-3.692011743684730618e+01 -2.856435189525495133e+01
-3.394739283106965644e+01 -3.123770460850115427e+01
4.531875641021338197e+01 -3.444779653909827211e+00
n=460,	 e=47.25012516
4.670595141503059011e+01 3.057879578594914771e-01
2.686974237017479084e+01 3.732896000399465208e+01
2.349275756849199581e+01 3.947940790353112561e+01
-1.842771083125870391e+01 4.211080342313608327e+01
-2.165682939769874338e+01 3.974836483128964915e+01
-3.692226957720720293e+01 -2.856638628863404250e+01
-3.394958040275889033e+01 -3.123977802302638196e+01
4.531548258965480613e+01 -3.443751347841971011e+00
n=470,	 e=47.2489408
4.670294132062475256e+01 3.067196415731367476e-01
2.687258609504566209e+01 3.733302545267784467e+01
2.349559205389714123e+01 3.948345454139759170e+01
-1.842531056610762263e+01 4.210790706936031569e+01
-2.165430104607432327e+01 3.974529130909421326e+01
-3.692441586986895175e+01 -2.856841602690909809e+01
-3.395176336962884278e+01 -3.124184816245585949e+01
4.531221511654324274e+01 -3.442725364421789003e+00
n=480,	 e=47.24776133
4.669993605708031481e+01 3.076497006599489548e-01
2.687542327258532282e+01 3.733708202747949656e+01
2.349842018691131784e+01 3.948749263814033839e+01
-1.842291455449806037e+01 4.210501730732254799e+01
-2.165177688998377903e+01 3.974222429229020292e+01
-3.692655658713562161e+01 -2.857044116252740906e+01
-3.395394175526420355e+01 -3.124391480282616129e+01
4.530895400473960422e+01 -3.441701540222320332e+00
n=490,	 e=47.24658672
4.669693581565122287e+01 3.085782024413654123e-01
2.687825396376260301e+01 3.734112972769013084e+01
2.350124199340929465e+01 3.949152213430754443e+01
-1.842052278621418893e+01 4.210213395283731330e+01
-2.164925698291925471e+01 3.973916368991429238e+01
-3.692869195185082276e+01 -2.857246174000660943e+01
-3.395611558058690349e+01 -3.124597776425664364e+01
4.530569926318393925e+01 -3.440679742604776159e+00
n=500,	 e=47.24541697
4.669394074937381589e+01 3.095052015382273036e-01
2.688107822094414701e+01 3.734516855688981707e+01
2.350405749727845262e+01 3.949554298581145417e+01
-1.841813525180472411e+01 4.209925685424175157e+01
-2.164674136707668595e+01 3.973610942583360384e+01
-3.693082214671072450e+01 -2.857447779743747418e+01
-3.395828486437445548e+01 -3.124803690266984546e+01
4.530245089680421700e+01 -3.439659863883562707e+00
n=510,	 e=47.24425204
4.669095098028736146e+01 3.104307422869802546e-01
2.688389608951302989e+01 3.734919852212358649e+01
2.350686672078862216e+01 3.949955516101444175e+01
-1.841575194243690916e+01 4.209638588629027112e+01
-2.164423007545971700e+01 3.973306143595966944e+01
-3.693294732182529572e+01 -2.857648936768047321e+01
-3.396044962367420084e+01 -3.125009210306122753e+01
4.529920890724179117e+01 -3.438641816606501145e+00
n=520,	 e=47.24309192
4.668796660527613795e+01 3.113548606762585602e-01
2.688670760916976121e+01 3.735321963322286365e+01
2.350966968487807662e+01 3.950355863835544312e+01
-1.841337284978282796e+01 4.209352094520028942e+01
-2.164172313360241162e+01 3.973001966599281332e+01
-3.693506760084211749e+01 -2.857849647935271520e+01
-3.396260987413086951e+01 -3.125214327402976977e+01
4.529597329346282208e+01 -3.437625529739213093e+00
n=530,	 e=47.24193658
4.668498770082474181e+01 3.122775859203820725e-01
2.688951281499099366e+01 3.735723190226545398e+01
2.351246640941003818e+01 3.950755340444356989e+01
-1.841099796591957372e+01 4.209066194462771904e+01
-2.163922056095978519e+01 3.972698406957118777e+01
-3.693718308592480071e+01 -2.858049915761736059e+01
-3.396476563025161255e+01 -3.125419034333317114e+01
4.529274405225494604e+01 -3.436610945549745999e+00
n=540,	 e=47.24078601
4.668201432686851859e+01 3.131989417454385527e-01
2.689231173830846444e+01 3.736123534314424433e+01
2.351525691335208990e+01 3.951153945249065202e+01
-1.840862728325997111e+01 4.208780881239953686e+01
-2.163672237204929161e+01 3.972395460678396262e+01
-3.693929386180307972e+01 -2.858249742483589984e+01
-3.396691690562627031e+01 -3.125623325429143762e+01
4.528952117862908722e+01 -3.435598017107462709e+00
n=550,	 e=47.23964019
4.667904652992066161e+01 3.141189474209917232e-01
2.689510440738543195e+01 3.736522997119523382e+01
2.351804121495665356e+01 3.951551678106494592e+01
-1.840626079448081143e+01 4.208496148784036706e+01
-2.163422857737985794e+01 3.972093124296304723e+01
-3.694139999904130889e+01 -2.858449130108720482e+01
-3.396906371309506056e+01 -3.125827196283670872e+01
4.528630466615376804e+01 -3.434586706230283504e+00
n=560,	 e=47.23849909
4.667608434559499386e+01 3.150376186084692942e-01
2.689789084800429464e+01 3.736921580293108036e+01
2.352081933186401841e+01 3.951948539305764996e+01
-1.840389849248057530e+01 4.208211991963374743e+01
-2.163173918420044117e+01 3.971791394769756778e+01
-3.694350155671010327e+01 -2.858648080459492036e+01
-3.397120606488606853e+01 -3.126030643515603202e+01
4.528309450722973395e+01 -3.433576981842621834e+00
n=570,	 e=47.2373627
4.667312780067577904e+01 3.159549680400865479e-01
2.690067108391778561e+01 3.737319285578992378e+01
2.352359128122988352e+01 3.952344529486293823e+01
-1.840154037033324741e+01 4.207928406405003585e+01
-2.162925419711002917e+01 3.971490269403486195e+01
-3.694559858453573042e+01 -2.858846595206781416e+01
-3.397334397273284168e+01 -3.126233664574589710e+01
4.527989069330666894e+01 -3.432568818625353124e+00
n=580,	 e=47.23623099
4.667017691477968100e+01 3.168710060684511443e-01
2.690344513722556030e+01 3.737716114795846067e+01
2.352635707980032009e+01 3.952739649569832636e+01
-1.839918642126096060e+01 4.207645388353349603e+01
-2.162677361856496816e+01 3.971189745784170100e+01
-3.694769112466900651e+01 -2.859044675897866483e+01
-3.397547744796320757e+01 -3.126436257584300193e+01
4.527669321506651556e+01 -3.431562195935434545e+00
n=590,	 e=47.23510395
4.666723170171574253e+01 3.177857411298369850e-01
2.690621302867901932e+01 3.738112069821420391e+01
2.352911674397856245e+01 3.953133900706501436e+01
-1.839683663860131091e+01 4.207362934554127065e+01
-2.162429744927224817e+01 3.970889821726996161e+01
-3.694977921309927638e+01 -2.859242323980904388e+01
-3.397760650157068341e+01 -3.126638421215842101e+01
4.527350206257162313e+01 -3.430557096911331705e+00
n=600,	 e=47.23398155
4.666429217057393686e+01 3.186991800944817821e-01
2.690897477792928782e+01 3.738507152580540094e+01
2.353187028989250962e+01 3.953527284230663952e+01
-1.839449101578213330e+01 4.207081042160937301e+01
-2.162182568851883957e+01 3.970590495233705042e+01
-3.695186288080904546e+01 -2.859439540819888492e+01
-3.397973114427309582e+01 -3.126840154582884423e+01
4.527031722538660574e+01 -3.429553507774199872e+00
n=610,	 e=47.23286378
4.666135832662755689e+01 3.196113285714098917e-01
2.691173040371941738e+01 3.738901365034693924e+01
2.353461773342989716e+01 3.953919801624476804e+01
-1.839214954631759369e+01 4.206799708657855064e+01
-2.161935833444738364e+01 3.970291764457702754e+01
-3.695394215470976462e+01 -2.859636327713193538e+01
-3.398185138656693738e+01 -3.127041457160407134e+01
4.526713869267000234e+01 -3.428551417227830633e+00
n=620,	 e=47.23175061
4.665843017205192922e+01 3.205221911446877736e-01
2.691447992405242928e+01 3.739294709173792342e+01
2.353735909027489015e+01 3.954311454489574373e+01
-1.838981222378083302e+01 4.206518931799032401e+01
-2.161689538426971069e+01 3.969993627676349490e+01
-3.695601705841916385e+01 -2.859832685903381133e+01
-3.398396723875756464e+01 -3.127242328713469277e+01
4.526396645325527857e+01 -3.427550816001417644e+00
n=630,	 e=47.23064203
4.665550770651487511e+01 3.214317715727312286e-01
2.691722335632418606e+01 3.739687187010270009e+01
2.354009437594147869e+01 3.954702244522448495e+01
-1.838747904179828296e+01 4.206238709557148781e+01
-2.161443683443665975e+01 3.969696083267263020e+01
-3.695808761286059507e+01 -2.860028616588106587e+01
-3.398607871100076494e+01 -3.127442769243562992e+01
4.526080049572223629e+01 -3.426551696457692309e+00
n=640,	 e=47.22953802
4.665259092764993198e+01 3.223400729400062725e-01
2.691996071742784125e+01 3.740078800573117235e+01
2.354282360580118905e+01 3.955092173496365149e+01
-1.838514999404113937e+01 4.205959040083514111e+01
-2.161198268078871365e+01 3.969399129690484074e+01
-3.696015383677675459e+01 -2.860224120927899349e+01
-3.398818581331234867e+01 -3.127642778943103252e+01
4.525764080844923853e+01 -3.425554052290232576e+00
n=650,	 e=47.22843855
4.664967983143862540e+01 3.232470977920322563e-01
2.692269202384372306e+01 3.740469551903652246e+01
2.354554679509978143e+01 3.955481243245270662e+01
-1.838282507420759870e+01 4.205679921674104804e+01
-2.160953291866293569e+01 3.969102765473768102e+01
-3.696221574713149494e+01 -2.860419200052344735e+01
-3.399028855560865026e+01 -3.127842358159190184e+01
4.525448737964411805e+01 -3.424557878266601740e+00
n=660,	 e=47.22734361
4.664677441253980561e+01 3.241528482348578488e-01
2.692541729170399378e+01 3.740859443053069811e+01
2.354826395896613178e+01 3.955869455650930888e+01
-1.838050427603884529e+01 4.205401352743096055e+01
-2.160708754300488010e+01 3.968806989199937618e+01
