n=10,	 e=49.50984052
3.785918221857455279e+01 2.682687458114360624e+01
3.493203248146928530e+01 2.955797997816849332e+01
-1.958752266530324704e+01 4.235869656834169206e+01
-2.263954008751139568e+01 3.977501226477495777e+01
-1.466960294975806534e+01 -4.384308222429978485e+01
-1.100133354281676645e+01 -4.543319429935517917e+01
4.518090261720042378e+01 -3.676705539933322164e+00
n=500,	 e=47.95340287
4.636074810752722186e+01 1.470867672846684626e-01
3.786139616164616228e+01 2.682918118938668073e+01
3.493441529658897338e+01 2.956046453830763099e+01
-1.958605620297354477e+01 4.235726938252086171e+01
-2.263800478713460862e+01 3.977350334016985300e+01
-1.467063437179135832e+01 -4.384483612460221735e+01
-1.100234864575465110e+01 -4.543491032017104203e+01
4.517798123675591881e+01 -3.675854060745004759e+00
n=510,	 e=47.95284831
4.635812490628848792e+01 1.478485840323090494e-01
3.786360417246326193e+01 2.683148102034240168e+01
3.493679158848474486e+01 2.956294169155282603e+01
-1.958459350793361153e+01 4.235584539308185725e+01
-2.263647392704347183e+01 3.977199841804629443e+01
-1.467166333380561838e+01 -4.384658524535544899e+01
-1.100336097327992491e+01 -4.543662083008103991e+01
4.517506786970047727e+01 -3.675004319462151336e+00
n=520,	 e=47.95229682
4.635550901750617214e+01 1.486088137376298524e-01
3.786580620952802434e+01 2.683377408044402301e+01
3.493916134322925160e+01 2.956541147085549781e+01
-1.958313457168251404e+01 4.235442472105852829e+01
-2.263494741266687882e+01 3.977049751670146804e+01
-1.467268974596408526e+01 -4.384832957645733842e+01
-1.100437050002976491e+01 -4.543832596819203218e+01
4.517216245496330629e+01 -3.674156345985821304e+00
n=530,	 e=47.95174838
4.635290035445000711e+01 1.493674405516198789e-01
3.786800224199614462e+01 2.683606037881917672e+01
3.494152455282107184e+01 2.956787390735624754e+01
-1.958167938565252797e+01 4.235300746392845639e+01
-2.263342516465212739e+01 3.976900064912977939e+01
-1.467371353609728857e+01 -4.385006911206615854e+01
-1.100537720678327958e+01 -4.544002585119396542e+01
4.516926493881245364e+01 -3.673310164351899054e+00
n=540,	 e=47.95120298
4.635029884276276135e+01 1.501244518848829368e-01
3.787019224776334880e+01 2.683833992678574276e+01
3.494388121411711978e+01 2.957032903070104979e+01
-1.958022794122974375e+01 4.235159369983571054e+01
-2.263190711615597550e+01 3.976750782396574380e+01
-1.467473464654504056e+01 -4.385180384985203972e+01
-1.100638107935341736e+01 -4.544172057736697923e+01
4.516637527354634329e+01 -3.672465793778789234e+00
n=550,	 e=47.95066059
4.634770441825009613e+01 1.508798378320980182e-01
3.787237621188514680e+01 2.684061273745678733e+01
3.494623132795370424e+01 2.957277686929527150e+01
-1.957878022976117194e+01 4.235018349105225610e+01
-2.263039321060074727e+01 3.976601904627197825e+01
-1.467575303155940247e+01 -4.385353379035144172e+01
-1.100738210769061709e+01 -4.544341022986624523e+01
4.516349341643613258e+01 -3.671623249520068022e+00
n=560,	 e=47.95012119
4.634511702508680031e+01 1.516335906945345813e-01
3.787455412529039478e+01 2.684287882540021286e+01
3.494857489841538012e+01 2.957521745050937412e+01
-1.957733624256895411e+01 4.234877688682012575e+01
-2.262888339984184327e+01 3.976453431817620299e+01
-1.467676865516985885e+01 -4.385525893645449713e+01
-1.100838028512714573e+01 -4.544509487939964743e+01
4.516061932883398100e+01 -3.670782543572538970e+00
n=570,	 e=47.94958478
4.634253661432500593e+01 1.523857045789511755e-01
3.787672598372862609e+01 2.684513820636733072e+01
3.495091193225407977e+01 2.957765080084660170e+01
-1.957589597094929701e+01 4.234737392568235492e+01
-2.262737764266529794e+01 3.976305363940166160e+01
-1.467778148944390892e+01 -4.385697929298792275e+01
-1.100937560777633450e+01 -4.544677458646421542e+01
4.515775297546108646e+01 -3.669943685255680599e+00
n=580,	 e=47.94905134
